,Region_name,Importace
503,FS_R_Lateraloccipital_NumVert,0.18409137328408776
383,FS_R_Rostralmiddlefrontal_Thck,0.18399764843097352
128,FS_BrainStem_Std,0.18379125290365286
129,FS_L_Hippo_Mean,0.18315470111830087
377,FS_R_Pericalcarine_Thck,0.18247402382410863
415,FS_L_Precuneus_Area,0.18238966482167115
811,FS_L_Lingual_FoldInd,0.18203598658602616
237,FS_L_VentDC_Range,0.18192787021956006
395,FS_L_Cuneus_Area,0.18189250371857282
664,FS_L_Bankssts_MeanCurv,0.18153351017081434
511,FS_R_Parsorbitalis_NumVert,0.1806215781257075
577,FS_R_Paracentral_GrayVol,0.18017994339599425
550,FS_L_Precentral_GrayVol,0.18006710517541497
167,FS_R_Vessel_Mean,0.17955693906293996
828,FS_L_Superiortemporal_FoldInd,0.17938659622580386
818,FS_L_Parstriangularis_FoldInd,0.17882740080781645
529,FS_L_Bankssts_GrayVol,0.178293924577187
131,FS_L_Amygdala_Mean,0.1777397085207203
122,FS_L_Pallidum_Std,0.17655072848896874
677,FS_L_Middletemporal_MeanCurv,0.17645906107216466
932,FS_R_Frontalpole_CurvInd,0.17639214023200453
794,FS_R_Superiortemporal_GausCurv,0.1761138376500303
673,FS_L_Lateraloccipital_MeanCurv,0.17603286472492194
669,FS_L_Fusiform_MeanCurv,0.1759536268406259
558,FS_L_Frontalpole_GrayVol,0.17553779734055308
793,FS_R_Superiorparietal_GausCurv,0.17527333084750601
594,FS_R_Transversetemporal_GrayVol,0.17484930542464247
433,FS_R_Inferiortemporal_Area,0.1747917071006281
375,FS_R_Parsorbitalis_Thck,0.17423630770428877
320,FS_CC_MidAnterior_Max,0.17401208397615284
117,FS_L_Caudate_Mean,0.1737472678011114
362,FS_R_Entorhinal_Thck,0.17362823397432717
589,FS_R_Superiorparietal_GrayVol,0.17349589757106948
624,FS_L_Superiortemporal_ThckStd,0.17299259947345852
13,FS_L_WM_Vol,0.17255369900435497
451,FS_R_Rostralmiddlefrontal_Area,0.17217228544132934
282,FS_R_Vessel_Range,0.17194343402494358
156,FS_R_Putamen_Std,0.17051491844233996
483,FS_L_Precuneus_NumVert,0.1702689619253678
651,FS_R_Posteriorcingulate_ThckStd,0.16977672869975777
265,FS_R_Putamen_Min,0.16867029793327146
291,FS_WM_Hypointens_Range,0.16851868900162376
482,FS_L_Precentral_NumVert,0.16803662521339544
465,FS_L_Fusiform_NumVert,0.16793617514340808
249,FS_R_InfLatVent_Range,0.16747502523073765
726,FS_R_Superiortemporal_MeanCurv,0.16737221919995973
31,FS_4thVent_Vol,0.16701975259963217
612,FS_L_Parsopercularis_ThckStd,0.16701228052367356
74,FS_4thVent_Vox,0.166949757114461
912,FS_R_Lateralorbitofrontal_CurvInd,0.16671880968821418
929,FS_R_Superiorparietal_CurvInd,0.16550079807177875
467,FS_L_Inferiortemporal_NumVert,0.16506231569404456
803,FS_L_Cuneus_FoldInd,0.16491345323180143
530,FS_L_Caudalmiddlefrontal_GrayVol,0.16470388895412277
38,FS_L_Vessel_Vol,0.164575105987767
728,FS_R_Frontalpole_MeanCurv,0.16421074109585587
231,FS_CSF_Range,0.16407494656567992
604,FS_L_Isthmuscingulate_ThckStd,0.16400827714167812
81,FS_L_Vessel_Vox,0.16362720357558222
519,FS_R_Rostralmiddlefrontal_NumVert,0.1618913708594956
637,FS_R_Inferiortemporal_ThckStd,0.16116947735150455
559,FS_L_Temporalpole_GrayVol,0.15855613729143037
707,FS_R_Lateraloccipital_MeanCurv,0.1584459179647632
869,FS_L_Caudalanteriorcingulate_CurvInd,0.15842298638141533
111,FS_L_Cerebellum_WM_Mean,0.1581672741921285
96,FS_R_ChoroidPlexus_Vox,0.15688955327106965
53,FS_R_ChoroidPlexus_Vol,0.1567349031335045
340,FS_L_Parsopercularis_Thck,0.15565545218392376
791,FS_R_Rostralmiddlefrontal_GausCurv,0.15526036308851263
464,FS_L_Entorhinal_NumVert,0.15459233347330664
234,FS_L_AccumbensArea_Range,0.15395498317197231
270,FS_R_Hippo_Range,0.15308123774727883
443,FS_R_Parsorbitalis_Area,0.15249028221888447
245,FS_L_ChoroidPlexus_Max,0.1524679279837592
269,FS_R_Pallidum_Max,0.15067246406874227
531,FS_L_Cuneus_GrayVol,0.1498148984966881
251,FS_R_InfLatVent_Max,0.1496310245677472
833,FS_L_Insula_FoldInd,0.14958606371648542
815,FS_L_Paracentral_FoldInd,0.14938957949335918
193,FS_CC_Anterior_Mean,0.1484311817191963
844,FS_R_Lateralorbitofrontal_FoldInd,0.14829734849109838
266,FS_R_Putamen_Max,0.14766721506469552
2,FS_BrainSeg_Vol,0.14746107367661654
533,FS_L_Fusiform_GrayVol,0.1466999879247234
9,FS_Total_GM_Vol,0.14614026389033397
440,FS_R_Parahippocampal_Area,0.14610973669356161
330,FS_L_Inferiorparietal_Thck,0.14560494464223744
648,FS_R_Parstriangularis_ThckStd,0.14503865993814105
44,FS_R_ThalamusProper_Vol,0.14498970085461885
87,FS_R_ThalamusProper_Vox,0.14484864300684525
584,FS_R_Precentral_GrayVol,0.1446859611083793
513,FS_R_Pericalcarine_NumVert,0.14453828655681908
413,FS_L_Posteriorcingulate_Area,0.14443353792687214
350,FS_L_Superiorfrontal_Thck,0.1440158898300397
4,FS_BrainSeg_Vol_No_Vent_Surf,0.14385922771770457
385,FS_R_Superiorparietal_Thck,0.14363863839294586
826,FS_L_Superiorfrontal_FoldInd,0.1435141799091044
160,FS_R_Hippo_Std,0.1431441764047866
3,FS_BrainSeg_Vol_No_Vent,0.14299493639263666
775,FS_R_Lateraloccipital_GausCurv,0.14293337302220385
376,FS_R_Parstriangularis_Thck,0.1427550635462608
654,FS_R_Rostralanteriorcingulate_ThckStd,0.14175634638345297
850,FS_R_Parsopercularis_FoldInd,0.1410306303063162
285,FS_R_ChoroidPlexus_Range,0.14080505133669144
203,FS_L_Cerebellum_Cort_Max,0.14072536514653797
768,FS_R_Caudalmiddlefrontal_GausCurv,0.14016746403364055
15,FS_Tot_WM_Vol,0.14004532038432563
347,FS_L_Precuneus_Thck,0.13995193347203855
97,FS_5thVent_Vox,0.13991800436898327
113,FS_L_Cerebellum_Cort_Mean,0.13984007667580453
406,FS_L_Parahippocampal_Area,0.13934526585624446
491,FS_L_Temporalpole_NumVert,0.13906460898586667
705,FS_R_Inferiortemporal_MeanCurv,0.13905214794766238
221,FS_4thVent_Max,0.13900443032453982
262,FS_R_Caudate_Min,0.1387126768615821
806,FS_L_Inferiorparietal_FoldInd,0.13851073523712928
800,FS_L_Bankssts_FoldInd,0.1384587404701989
